Time,Ecoregion,SoilType,NrOfCohorts,MaxLayerStdev,Layers,PAR0,Tmin(C),Tave(C),Tday(C),Tmax(C),Precip(mm/mo),CO2(ppm),O3(cum_ppb_h,RunOff(mm/mo),Leakage(mm),PET(mm),Evaporation(mm),Transpiration(mm),Interception(mm),PrecLoss(mm/mo),water(mm),PressureHead(mm),SnowPack(mm),LAI(m2),VPD(kPa),GrossPsn(gC_m2_mo),NetPsn(gC_m2_mo),MaintenanceRespiration(gC_mo),Wood(gDW),Root(gDW),Fol(gDW),NSC(gC),HeteroResp(gC_mo),Litter(gDW_m2),CWD(gDW_m2),WoodSenescence(gDW_m2),FoliageSenescence(gDW_m2),SubCanopyPAR,FrostDepth(mm),LeakageFrac(-)
1900.833,eco999,SALO,1,56,1,318,-4.17,0.865,3.3825,5.9,61.27,375,0,0,32.20039,0,0,0,0.2385612,5.109695,188.5732,3,8.44432,0,0.3477341,0,0,0.1269404,93,46,0,24.94249,0,2.78436374664307,0,0,2,0,1000,1
1900.917,eco999,SALO,1,56,1,287,-10.02,-5.275,-2.9025,-0.53,4054,375,0,0,0,0,0,0,0,0,188.5732,3,3454.344,0,0.2206066,0,0,0.0820059,104,51,0,6.869434,0,2.78436374664307,1.84999990463257,1,2,0,1000,1
1901,eco999,SALO,1,56,1,350,-13.84,-8.185,-5.3575,-2.53,35.46,375,0,0,0,0,0,0,0,0,188.5732,3,3484.486,0,0.2058431,0,0,0.07417788,104,51,0,6.795258,1,2,1,1,2,0,1000,1
1901.083,eco999,SALO,1,56,1,520,-13.43,-7.15,-4.01,-0.87,25.87,375,0,0,0,0,0,0,0,0,188.5732,3,3506.475,0,0.2462872,0,0,0.08158715,104,51,0,6.713671,1,2,1,1,2,0,1000,1
1901.167,eco999,SALO,1,56,1,685,-7.35,-1.135,1.9725,5.08,43.34,375,0,0,21.53691,0,0,0,0,2.392987,188.5732,3,3522.974,0,0.3765831,0,0,0.1282186,104,51,0,6.585452,1,2,1,1,2,0,1000,1
1901.25,eco999,SALO,1,56,1,889,-0.28,6.71,10.205,13.7,75.55,375,0,0,619.5571,0,0,0,0,7.555,188.5732,3,2971.412,0,0.6480249,0,0,0.2299846,104,51,0,6.355466,1,2,1,1,2,0,1000,1
1901.333,eco999,SALO,1,56,1,996,4.91,12.56,16.385,20.21,110.41,375,0,0,1165.487,0,0,0.9101214,0,11.041,188.3916,3,1904.565,0.05193833,0.9965439,4.892185,4.464543,0.3590417,104,51,3.103378,9.064446,1,2,1,1,2,0,1000,1
1901.417,eco999,SALO,1,56,1,968,10.6,17.96,21.64,25.32,129.3,375,0,277.7742,1313.055,0,0,1.334262,0.6698216,12.86302,188.3069,3,428.2534,0.05193833,1.308112,5.463815,4.86546,0.5305136,104,51,3.103378,13.39939,1,2,1,1,2,0,1000,1
1901.5,eco999,SALO,1,56,1,908,13.16,20.38,23.99,27.6,96.06,375,0,0,512.7778,41.42251,39.90419,1.51832,0.4976262,9.556237,148.366,9,0,0.05193833,1.468441,5.538684,4.827013,0.6221966,104,51,3.103378,17.60421,1,2,1,1,2,881.0551,1000,1
1901.583,eco999,SALO,1,56,1,816,12.06,19.03,22.515,26,112.18,375,0,0,59.21719,35.07281,33.80536,1.267445,0.5811337,11.15989,154.5149,7,0,0.05193833,1.319802,5.144229,4.484958,0.5496504,104,51,3.103378,21.53951,1,2,1,1,2,791.7852,1000,1
1901.667,eco999,SALO,1,56,1,692,7.58,14.395,17.8025,21.21,92.83,375,0,0,48.44463,26.38172,25.61817,0.7635475,0.4808936,9.234911,162.8027,6,0,0.05193833,0.9959317,4.106828,3.633926,0.3834859,104,51,3.103378,24.78996,1,2,1,1,2,671.4648,1000,1
1901.75,eco999,SALO,1,56,1,510,2.61,9.075,12.3075,15.54,59.78,375,0,0,27.46321,13.94226,13.58058,0.3616771,0.3096824,5.947032,174.9205,4,0,0.05193833,0.6941499,2.791051,2.466184,0.2551762,104,51,3.103378,27.00097,1,2,1,1,2,494.8657,1000,1
1901.833,eco999,SALO,1,56,1,318,-4.17,0.865,3.3825,5.9,61.27,375,0,0,32.30994,0,0,0,0.2659368,5.106957,188.5732,3,8.44432,0,0.3477341,0,0,0.1415758,104,51,0,26.85939,1,5.10337781906128,1,1,3,0,1000,1
1901.917,eco999,SALO,1,56,1,287,-10.02,-5.275,-2.9025,-0.53,4054,375,0,0,0,0,0,0,0,0,188.5732,3,3454.344,0,0.2206066,0,0,0.09146062,116,57,0,7.656717,1,5.10337781906128,3.05999994277954,2,3,0,1000,1
1902,eco999,SALO,1,56,1,350,-13.84,-8.185,-5.3575,-2.53,35.46,375,0,0,0,0,0,0,0,0,188.5732,3,3484.486,0,0.2058431,0,0,0.0822784,116,57,0,7.574439,3,3,2,2,3,0,1000,1
1902.083,eco999,SALO,1,56,1,520,-13.43,-7.15,-4.01,-0.87,25.87,375,0,0,0,0,0,0,0,0,188.5732,3,3506.475,0,0.2462872,0,0,0.09049679,116,57,0,7.483943,3,3,2,2,3,0,1000,1
1902.167,eco999,SALO,1,56,1,685,-7.35,-1.135,1.9725,5.08,43.34,375,0,0,21.53691,0,0,0,0,2.392987,188.5732,3,3522.974,0,0.3765831,0,0,0.1422205,116,57,0,7.341721,3,3,2,2,3,0,1000,1
1902.25,eco999,SALO,1,56,1,889,-0.28,6.71,10.205,13.7,75.55,375,0,0,619.5571,0,0,0,0,7.555,188.5732,3,2971.412,0,0.6480249,0,0,0.2550999,116,57,0,7.08662,3,3,2,2,3,0,1000,1
1902.333,eco999,SALO,1,56,1,996,4.91,12.56,16.385,20.21,110.41,375,0,0,1165.408,0,0,1.008617,0,11.041,188.3719,3,1904.565,0.05759697,0.9965439,5.421628,4.947609,0.3982505,116,57,3.439932,10.08801,3,3,2,2,3,0,1000,1
1902.417,eco999,SALO,1,56,1,968,10.6,17.96,21.64,25.32,129.3,375,0,277.5735,1313.055,0,0,1.478659,0.7425883,12.85574,188.2781,3,428.2534,0.05759697,1.308112,6.055121,5.391876,0.5884479,116,57,3.439932,14.89144,3,3,2,2,3,0,1000,1
1902.5,eco999,SALO,1,56,1,908,13.16,20.38,23.99,27.6,96.06,375,0,0,512.569,41.22042,39.5378,1.682625,0.5516862,9.550831,148.6996,9,0,0.05759697,1.468441,6.138054,5.349203,0.690143,116,57,3.439932,19.5505,3,3,2,2,3,878.1683,1000,1
1902.583,eco999,SALO,1,56,1,816,12.06,19.03,22.515,26,112.18,375,0,0,59.38429,34.89171,33.48713,1.404576,0.6442657,11.15357,154.8058,7,0,0.05759697,1.319802,5.700805,4.970037,0.6096743,116,57,3.439932,23.91086,3,3,2,2,3,789.1908,1000,1
1902.667,eco999,SALO,1,56,1,692,7.58,14.395,17.8025,21.21,92.83,375,0,0,48.62241,26.22982,25.38369,0.8461289,0.5331359,9.229687,163.0208,5,0,0.05759697,0.9959317,4.551002,4.026815,0.425364,116,57,3.439932,27.51231,3,3,2,2,3,669.2648,1000,1
1902.75,eco999,SALO,1,56,1,510,2.61,9.075,12.3075,15.54,59.78,375,0,0,27.61972,13.83226,13.43149,0.4007676,0.343325,5.943667,175.0619,4,0,0.05759697,0.6941499,3.092711,2.732613,0.2830424,116,57,3.439932,29.96188,3,3,2,2,3,493.2442,1000,1
1902.833,eco999,SALO,1,56,1,318,-4.17,0.865,3.3825,5.9,61.27,375,0,0,32.42525,0,0,0,0.2948271,5.104068,188.5732,3,8.44432,0,0.3477341,0,0,0.1570365,116,57,0,29.80485,3,6.43993163108826,2,2,3,0,1000,1
1902.917,eco999,SALO,1,56,1,287,-10.02,-5.275,-2.9025,-0.53,4054,375,0,0,0,0,0,0,0,0,188.5732,3,3454.344,0,0.2206066,0,0,0.1014485,128,63,0,8.486404,3,6.43993163108826,4.29999995231628,2,3,0,1000,1
1903,eco999,SALO,1,56,1,350,-13.84,-8.185,-5.3575,-2.53,35.46,375,0,0,0,0,0,0,0,0,188.5732,3,3484.486,0,0.2058431,0,0,0.09126529,128,63,0,8.395138,3,4,3,2,3,0,1000,1
1903.083,eco999,SALO,1,56,1,520,-13.43,-7.15,-4.01,-0.87,25.87,375,0,0,0,0,0,0,0,0,188.5732,3,3506.475,0,0.2462872,0,0,0.1003813,128,63,0,8.294759,3,4,3,2,3,0,1000,1
1903.167,eco999,SALO,1,56,1,685,-7.35,-1.135,1.9725,5.08,43.34,375,0,0,21.53691,0,0,0,0,2.392987,188.5732,3,3522.974,0,0.3765831,0,0,0.1577546,128,63,0,8.137002,3,4,3,2,3,0,1000,1
1903.25,eco999,SALO,1,56,1,889,-0.28,6.71,10.205,13.7,75.55,375,0,0,619.5571,0,0,0,0,7.555,188.5732,3,2971.412,0,0.6480249,0,0,0.2829632,128,63,0,7.854039,3,4,3,2,3,0,1000,1
1903.333,eco999,SALO,1,56,1,996,4.91,12.56,16.385,20.21,110.41,375,0,0,1165.321,0,0,1.117684,0,11.041,188.3502,3,1904.565,0.06387176,0.9965439,6.007901,5.482505,0.4417495,128,63,3.812774,11.17904,3,4,3,2,3,0,1000,1
1903.417,eco999,SALO,1,56,1,968,10.6,17.96,21.64,25.32,129.3,375,0,277.3512,1313.055,0,0,1.638555,0.8232301,12.84768,188.2463,3,428.2534,0.06387176,1.308112,6.709901,5.974769,0.6527213,128,63,3.812774,16.50109,3,4,3,2,3,0,1000,1
1903.5,eco999,SALO,1,56,1,908,13.16,20.38,23.99,27.6,96.06,375,0,0,512.3375,40.99708,39.13252,1.864564,0.6115969,9.544841,149.0687,8,0,0.06387176,1.468441,6.801753,5.927401,0.7655241,128,63,3.812774,21.66297,3,4,3,2,3,874.978,1000,1
1903.583,eco999,SALO,1,56,1,816,12.06,19.03,22.515,26,112.18,375,0,0,59.56876,34.69157,33.13515,1.556417,0.7142301,11.14658,155.1276,7,0,0.06387176,1.319802,6.317092,5.507119,0.6762663,128,63,3.812774,26.49382,3,4,3,2,3,786.3238,1000,1
1903.667,eco999,SALO,1,56,1,692,7.58,14.395,17.8025,21.21,92.83,375,0,0,48.81889,26.06196,25.1244,0.9375631,0.5910321,9.223897,163.2619,5,0,0.06387176,0.9959317,5.042791,4.461789,0.4718246,128,63,3.812774,30.48378,3,4,3,2,3,666.8335,1000,1
1903.75,eco999,SALO,1,56,1,510,2.61,9.075,12.3075,15.54,59.78,375,0,0,27.7926,13.71069,13.26665,0.4440424,0.3806086,5.939939,175.2181,4,0,0.06387176,0.6941499,3.426661,3.027534,0.3139578,128,63,3.812774,33.19736,3,4,3,2,3,491.4524,1000,1
1903.833,eco999,SALO,1,56,1,318,-4.17,0.865,3.3825,5.9,61.27,375,0,0,32.55263,0,0,0,0.326844,5.100866,188.5732,3,8.44432,0,0.3477341,0,0,0.1741888,128,63,0,33.02316,3,7.81277370452881,3,2,3,0,1000,1
1903.917,eco999,SALO,1,56,1,287,-10.02,-5.275,-2.9025,-0.53,4054,375,0,0,0,0,0,0,0,0,188.5732,3,3454.344,0,0.2206066,0,0,0.1125292,142,70,0,9.406862,3,7.81277370452881,5.53999996185303,2,3,0,1000,1
1904,eco999,SALO,1,56,1,350,-13.84,-8.185,-5.3575,-2.53,35.46,375,0,0,0,0,0,0,0,0,188.5732,3,3484.486,0,0.2058431,0,0,0.1012245,142,70,0,9.305639,3,5,5,2,3,0,1000,1
1904.083,eco999,SALO,1,56,1,520,-13.43,-7.15,-4.01,-0.87,25.87,375,0,0,0,0,0,0,0,0,188.5732,3,3506.475,0,0.2462872,0,0,0.1113354,142,70,0,9.194303,3,5,5,2,3,0,1000,1
1904.167,eco999,SALO,1,56,1,685,-7.35,-1.135,1.9725,5.08,43.34,375,0,0,21.53691,0,0,0,0,2.392987,188.5732,3,3522.974,0,0.3765831,0,0,0.1751876,142,70,0,9.019114,3,5,5,2,3,0,1000,1
1904.25,eco999,SALO,1,56,1,889,-0.28,6.71,10.205,13.7,75.55,375,0,0,619.5571,0,0,0,0,7.555,188.5732,3,2971.412,0,0.6480249,0,0,0.3142364,142,70,0,8.704878,3,5,5,2,3,0,1000,1
1904.333,eco999,SALO,1,56,1,996,4.91,12.56,16.385,20.21,110.41,375,0,0,1165.222,0,0,1.240939,0,11.041,188.3257,3,1904.565,0.07082171,0.9965439,6.670433,6.088192,0.4904365,142,70,4.225295,12.40125,3,5,5,2,3,0,1000,1
1904.417,eco999,SALO,1,56,1,968,10.6,17.96,21.64,25.32,129.3,375,0,277.1039,1313.055,0,0,1.816135,0.9124898,12.83875,188.2109,3,428.2534,0.07082171,1.308112,7.437089,6.62242,0.7240897,142,70,4.225295,18.29958,3,5,5,2,3,0,1000,1
1904.5,eco999,SALO,1,56,1,908,13.16,20.38,23.99,27.6,96.06,375,0,0,512.0835,40.75068,38.68771,2.062967,0.67791,9.538209,149.474,8,0,0.07082171,1.468441,7.525506,6.556555,0.8485224,142,70,4.225295,24.00761,3,5,5,2,3,871.4581,1000,1
1904.583,eco999,SALO,1,56,1,816,12.06,19.03,22.515,26,112.18,375,0,0,59.77335,34.47077,32.75089,1.719884,0.7916713,11.13883,155.4794,7,0,0.07082171,1.319802,6.980561,6.082953,0.7492225,142,70,4.225295,29.34134,3,5,5,2,3,783.1606,1000,1
1904.667,eco999,SALO,1,56,1,692,7.58,14.395,17.8025,21.21,92.83,375,0,0,49.03464,25.87676,24.84153,1.035229,0.6551154,9.217489,163.5254,5,0,0.07082171,0.9959317,5.568098,4.924235,0.5226317,142,70,4.225295,33.74295,3,5,5,2,3,664.151,1000,1
1904.75,eco999,SALO,1,56,1,510,2.61,9.075,12.3075,15.54,59.78,375,0,0,27.98189,13.57657,13.0865,0.4900718,0.4218765,5.935812,175.3891,4,0,0.07082171,0.6941499,3.781869,3.339557,0.3477745,142,70,4.225295,36.73474,3,5,5,2,3,489.4754,1000,1
1904.833,eco999,SALO,1,56,1,318,-4.17,0.865,3.3825,5.9,61.27,375,0,0,32.69174,0,0,0,0.3622825,5.097322,188.5732,3,8.44432,0,0.3477341,0,0,0.1930412,142,70,0,36.5417,3,9.2252950668335,5,2,4,0,1000,1
1904.917,eco999,SALO,1,56,1,287,-10.02,-5.275,-2.9025,-0.53,4054,375,0,0,0,0,0,0,0,0,188.5732,3,3454.344,0,0.2206066,0,0,0.1247862,158,77,0,10.42461,3,9.2252950668335,7.8199999332428,2,4,0,1000,1
1905,eco999,SALO,1,56,1,350,-13.84,-8.185,-5.3575,-2.53,35.46,375,0,0,0,0,0,0,0,0,188.5732,3,3484.486,0,0.2058431,0,0,0.112233,158,77,0,10.31238,4,6,7,2,4,0,1000,1
1905.083,eco999,SALO,1,56,1,520,-13.43,-7.15,-4.01,-0.87,25.87,375,0,0,0,0,0,0,0,0,188.5732,3,3506.475,0,0.2462872,0,0,0.1234434,158,77,0,10.18893,4,6,7,2,4,0,1000,1
1905.167,eco999,SALO,1,56,1,685,-7.35,-1.135,1.9725,5.08,43.34,375,0,0,21.53691,0,0,0,0,2.392987,188.5732,3,3522.974,0,0.3765831,0,0,0.1939979,158,77,0,9.994937,4,6,7,2,4,0,1000,1
1905.25,eco999,SALO,1,56,1,889,-0.28,6.71,10.205,13.7,75.55,375,0,0,619.5571,0,0,0,0,7.555,188.5732,3,2971.412,0,0.6480249,0,0,0.3479725,158,77,0,9.646965,4,6,7,2,4,0,1000,1
1905.333,eco999,SALO,1,56,1,996,4.91,12.56,16.385,20.21,110.41,375,0,0,1165.117,0,0,1.371319,0,11.041,188.2998,3,1904.565,0.07849921,0.9965439,7.371263,6.7263,0.5432391,158,77,4.680468,13.72381,4,6,7,2,4,0,1000,1
1905.417,eco999,SALO,1,56,1,968,10.6,17.96,21.64,25.32,129.3,375,0,276.8337,1313.055,0,0,2.010391,1.011021,12.8289,188.1723,3,428.2534,0.07849921,1.308112,8.232569,7.330139,0.8026805,158,77,4.680468,20.25127,4,6,7,2,4,0,1000,1
1905.5,eco999,SALO,1,56,1,908,13.16,20.38,23.99,27.6,96.06,375,0,0,511.7991,40.47962,38.19197,2.28765,0.7511115,9.530889,149.9251,8,0,0.07849921,1.468441,8.345128,7.271795,0.9413992,158,77,4.680468,26.58167,4,6,7,2,4,867.5862,1000,1
1905.583,eco999,SALO,1,56,1,816,12.06,19.03,22.515,26,112.18,375,0,0,59.99562,34.22786,32.31837,1.909488,0.8771569,11.13028,155.8742,7,0,0.07849921,1.319802,7.750113,6.75581,0.8316349,158,77,4.680468,32.50585,4,6,7,2,4,779.681,1000,1
1905.667,eco999,SALO,1,56,1,692,7.58,14.395,17.8025,21.21,92.83,375,0,0,49.50337,25.67302,24.52288,1.150142,0.7258556,9.210415,163.5916,5,0,0.07849921,0.9959317,6.186172,5.472949,0.5802237,158,77,4.680468,37.39858,4,6,7,2,4,661.2001,1000,1
1905.75,eco999,SALO,1,56,1,510,2.61,9.075,12.3075,15.54,59.78,375,0,0,27.96339,13.42903,12.88441,0.5446289,0.4674312,5.931257,175.5804,4,0,0.07849921,0.6941499,4.202884,3.712925,0.386088,158,77,4.680468,40.72542,4,6,7,2,4,487.3006,1000,1
1905.833,eco999,SALO,1,56,1,318,-4.17,0.865,3.3825,5.9,61.27,375,0,0,32.84795,0,0,0,0.4014021,5.09341,188.5732,3,8.44432,0,0.3477341,0,0,0.2142078,158,77,0,40.5112,4,10.6804676055908,7,2,4,0,1000,1
1905.917,eco999,SALO,1,56,1,287,-10.02,-5.275,-2.9025,-0.53,4054,375,0,0,0,0,0,0,0,0,188.5732,3,3454.344,0,0.2206066,0,0,0.1383822,175,86,0,11.54808,4,10.6804676055908,10.1199998855591,3,4,0,1000,1
1906,eco999,SALO,1,56,1,350,-13.84,-8.185,-5.3575,-2.53,35.46,375,0,0,0,0,0,0,0,0,188.5732,3,3484.486,0,0.2058431,0,0,0.1244446,175,86,0,11.42363,4,7,9,3,4,0,1000,1
1906.083,eco999,SALO,1,56,1,520,-13.43,-7.15,-4.01,-0.87,25.87,375,0,0,0,0,0,0,0,0,188.5732,3,3506.475,0,0.2462872,0,0,0.1368747,175,86,0,11.28676,4,7,9,3,4,0,1000,1
1906.167,eco999,SALO,1,56,1,685,-7.35,-1.135,1.9725,5.08,43.34,375,0,0,21.53691,0,0,0,0,2.392987,188.5732,3,3522.974,0,0.3765831,0,0,0.2151059,175,86,0,11.07165,4,7,9,3,4,0,1000,1
1906.25,eco999,SALO,1,56,1,889,-0.28,6.71,10.205,13.7,75.55,375,0,0,619.5571,0,0,0,0,7.555,188.5732,3,2971.412,0,0.6480249,0,0,0.3858338,175,86,0,10.68582,4,7,9,3,4,0,1000,1
1906.333,eco999,SALO,1,56,1,996,4.91,12.56,16.385,20.21,110.41,375,0,0,1165,0,0,1.518496,0,11.041,188.2705,3,1904.565,0.08701013,0.9965439,8.162386,7.447982,0.6023464,175,86,5.184394,15.19848,4,7,9,3,4,0,1000,1
1906.417,eco999,SALO,1,56,1,968,10.6,17.96,21.64,25.32,129.3,375,0,276.5334,1313.055,0,0,2.226157,1.120161,12.81798,188.1294,3,428.2534,0.08701013,1.308112,9.116135,8.116544,0.8900165,175,86,5.184394,22.425,4,7,9,3,4,0,1000,1
1906.5,eco999,SALO,1,56,1,908,13.16,20.38,23.99,27.6,96.06,375,0,0,511.4863,40.18054,37.64739,2.533149,0.8321936,9.52278,150.4209,8,0,0.08701013,1.468441,9.240685,8.051791,1.043828,175,86,5.184394,29.43297,4,7,9,3,4,863.314,1000,1
1906.583,eco999,SALO,1,56,1,816,12.06,19.03,22.515,26,112.18,375,0,0,60.24197,33.95986,31.84551,2.114344,0.9718455,11.12082,156.3064,7,0,0.08701013,1.319802,8.581571,7.480216,0.9221212,175,86,5.184394,35.99106,4,7,9,3,4,775.8417,1000,1
1906.667,eco999,SALO,1,56,1,692,7.58,14.395,17.8025,21.21,92.83,375,0,0,49.53656,25.44823,24.17476,1.273465,0.8042113,9.202579,164.1448,5,0,0.08701013,0.9959317,6.849479,6.059466,0.6433552,175,86,5.184394,41.40718,4,7,9,3,4,657.9442,1000,1
1906.75,eco999,SALO,1,56,1,510,2.61,9.075,12.3075,15.54,59.78,375,0,0,28.42459,13.26625,12.66328,0.6029659,0.5178902,5.926211,175.79,4,0,0.08701013,0.6941499,4.653069,4.110358,0.4280964,175,86,5.184394,45.08943,4,7,9,3,4,484.9011,1000,1
1906.833,eco999,SALO,1,56,1,318,-4.17,0.865,3.3825,5.9,61.27,375,0,0,33.0184,0,0,0,0.4447333,5.089077,188.5732,3,8.44432,0,0.3477341,0,0,0.2375147,175,86,0,44.85191,4,12.1843943595886,9,3,5,0,1000,1
1906.917,eco999,SALO,1,56,1,287,-10.02,-5.275,-2.9025,-0.53,4054,375,0,0,0,0,0,0,0,0,188.5732,3,3454.344,0,0.2206066,0,0,0.1534389,194,95,0,12.79107,4,12.1843943595886,12.4699997901917,3,5,0,1000,1
1907,eco999,SALO,1,56,1,350,-13.84,-8.185,-5.3575,-2.53,35.46,375,0,0,0,0,0,0,0,0,188.5732,3,3484.486,0,0.2058431,0,0,0.1379543,194,95,0,12.65312,4,9,11,3,5,0,1000,1
1907.083,eco999,SALO,1,56,1,520,-13.43,-7.15,-4.01,-0.87,25.87,375,0,0,0,0,0,0,0,0,188.5732,3,3506.475,0,0.2462872,0,0,0.1517339,194,95,0,12.50138,4,9,11,3,5,0,1000,1
1907.167,eco999,SALO,1,56,1,685,-7.35,-1.135,1.9725,5.08,43.34,375,0,0,21.53691,0,0,0,0,2.392987,188.5732,3,3522.974,0,0.3765831,0,0,0.2384579,194,95,0,12.26292,4,9,11,3,5,0,1000,1
1907.25,eco999,SALO,1,56,1,889,-0.28,6.71,10.205,13.7,75.55,375,0,0,619.5571,0,0,0,0,7.555,188.5732,3,2971.412,0,0.6480249,0,0,0.4277201,194,95,0,11.83521,4,9,11,3,5,0,1000,1
1907.333,eco999,SALO,1,56,1,996,4.91,12.56,16.385,20.21,110.41,375,0,0,1164.869,0,0,1.680857,0,11.041,188.2383,3,1904.565,0.09641886,0.9965439,9.035131,8.244071,0.6677374,194,95,5.74068,16.82823,4,9,11,3,5,0,1000,1
1907.417,eco999,SALO,1,56,1,968,10.6,17.96,21.64,25.32,129.3,375,0,276.202,1313.055,0,0,2.464185,1.240705,12.80593,188.0821,3,428.2534,0.09641886,1.308112,10.09086,8.984015,0.986637,194,95,5.74068,24.82561,4,9,11,3,5,0,1000,1
1907.5,eco999,SALO,1,56,1,908,13.16,20.38,23.99,27.6,96.06,375,0,0,511.1414,39.85163,37.04766,2.803972,0.9217486,9.513825,150.9668,8,0,0.09641886,1.468441,10.22862,8.912159,1.157147,194,95,5.74068,32.58062,4,9,11,3,5,858.6157,1000,1
1907.583,eco999,SALO,1,56,1,816,12.06,19.03,22.515,26,112.18,375,0,0,60.51263,33.66512,31.3248,2.340318,1.076429,11.11036,156.7822,7,0,0.09641886,1.319802,9.49874,8.279209,1.022227,194,95,5.74068,39.83761,4,9,11,3,5,771.6194,1000,1
1907.667,eco999,SALO,1,56,1,692,7.58,14.395,17.8025,21.21,92.83,375,0,0,49.8255,25.20101,23.79153,1.409486,0.8907551,9.193925,164.5011,5,0,0.09641886,0.9959317,7.58108,6.706298,0.7131981,194,95,5.74068,45.83071,4,9,11,3,5,654.3635,1000,1
1907.75,eco999,SALO,1,56,1,510,2.61,9.075,12.3075,15.54,59.78,375,0,0,28.67903,13.08722,12.41992,0.6672954,0.573622,5.920638,176.0206,4,0,0.09641886,0.6941499,5.149498,4.548554,0.4745707,194,95,5.74068,49.9047,4,9,11,3,5,482.2621,1000,1
1907.833,eco999,SALO,1,56,1,318,-4.17,0.865,3.3825,5.9,61.27,375,0,0,33.20607,0,0,0,0.4925925,5.084291,188.5732,3,8.44432,0,0.3477341,0,0,0.2632994,194,95,0,49.64141,4,14.7406802177429,11,3,5,0,1000,1
1907.917,eco999,SALO,1,56,1,287,-10.02,-5.275,-2.9025,-0.53,4054,375,0,0,0,0,0,0,0,0,188.5732,3,3454.344,0,0.2206066,0,0,0.1700963,215,106,0,14.16409,4,14.7406802177429,14.8399999141693,3,5,0,1000,1
1908,eco999,SALO,1,56,1,350,-13.84,-8.185,-5.3575,-2.53,35.46,375,0,0,0,0,0,0,0,0,188.5732,3,3484.486,0,0.2058431,0,0,0.1529034,215,106,0,14.01119,6,10,13,3,5,0,1000,1
