Time,Ecoregion,SoilType,NrOfCohorts,MaxLayerStdev,Layers,PAR0,Tmin(C),Tave(C),Tday(C),Tmax(C),Precip(mm/mo),CO2(ppm),O3(cum_ppb_h,RunOff(mm/mo),Leakage(mm),PET(mm),Evaporation(mm),Transpiration(mm),Interception(mm),PrecLoss(mm/mo),water(mm),PressureHead(mm),SnowPack(mm),LAI(m2),VPD(kPa),GrossPsn(gC_m2_mo),NetPsn(gC_m2_mo),MaintenanceRespiration(gC_mo),Wood(gDW),Root(gDW),Fol(gDW),NSC(gC),HeteroResp(gC_mo),Litter(gDW_m2),CWD(gDW_m2),WoodSenescence(gDW_m2),FoliageSenescence(gDW_m2),SubCanopyPAR,FrostDepth(mm),LeakageFrac(-)
1901.5,eco999,SALO,1,56,1,908,13.16,20.38,23.99,27.6,96.06,375,0,0,40.58894,41.40051,39.8643,1.536203,0.5035082,9.555649,148.4023,9,0,0.05255386,1.468441,5.603921,4.883851,0.2518345,105,52,3.140002,18.96025,1,2,1,1,2,880.7407,1000,1
1901.583,eco999,SALO,1,56,1,816,12.06,19.03,22.515,26,112.18,375,0,0,59.23535,35.05308,33.77071,1.282371,0.5880028,11.1592,154.5466,7,0,0.05255386,1.319802,5.20481,4.537758,0.2224714,105,52,3.140002,23.27554,1,2,1,1,2,791.5026,1000,1
1901.667,eco999,SALO,1,56,1,692,7.58,14.395,17.8025,21.21,92.83,375,0,0,48.46407,26.36517,25.59263,0.7725363,0.4865778,9.234343,162.8265,6,0,0.05255386,0.9959317,4.155176,3.676693,0.1552161,105,52,3.140002,26.79701,1,2,1,1,2,671.2252,1000,1
1901.75,eco999,SALO,1,56,1,510,2.61,9.075,12.3075,15.54,59.78,375,0,0,27.48019,13.93028,13.56435,0.3659323,0.3133429,5.946666,174.9359,4,0,0.05255386,0.6941499,2.823888,2.495187,0.1032827,105,52,3.140002,29.18892,1,2,1,1,2,494.6891,1000,1
1901.833,eco999,SALO,1,56,1,318,-4.17,0.865,3.3825,5.9,61.27,375,0,0,32.32246,0,0,0,0.2690802,5.106643,188.5732,3,8.44432,0,0.3477341,0,0,0.05730291,105,52,0,29.13161,1,5.14000248908997,1,1,3,0,1000,1
1901.917,eco999,SALO,1,56,1,287,-10.02,-5.275,-2.9025,-0.53,40.55,375,0,0,0,0,0,0,0,0,188.5732,3,42.91182,0,0.2206066,0,0,0.03701875,118,58,0,7.746813,1,5.14000248908997,3.08999991416931,2,3,0,1000,1
1902,eco999,SALO,1,56,1,350,-13.84,-8.185,-5.3575,-2.53,35.46,375,0,0,0,0,0,0,0,0,188.5732,3,73.05282,0,0.2058431,0,0,0.03368307,118,58,0,7.713129,3,3,2,2,3,0,1000,1
1902.083,eco999,SALO,1,56,1,520,-13.43,-7.15,-4.01,-0.87,25.87,375,0,0,0,0,0,0,0,0,188.5732,3,95.04232,0,0.2462872,0,0,0.0370475,118,58,0,7.676081,3,3,2,2,3,0,1000,1
1902.167,eco999,SALO,1,56,1,685,-7.35,-1.135,1.9725,5.08,43.34,375,0,0,21.53691,0,0,0,0,2.392987,188.5732,3,111.5409,0,0.3765831,0,0,0.05822213,118,58,0,7.617859,3,3,2,2,3,0,1000,1
1902.25,eco999,SALO,1,56,1,889,-0.28,6.71,10.205,13.7,75.55,375,0,0,179.5359,40.33773,40.33773,0,0,7.555,148.2355,9,0,0,0.6480249,0,0,0.1044326,118,58,0,7.513427,3,3,2,2,3,889,1000,1
1902.333,eco999,SALO,1,56,1,996,4.91,12.56,16.385,20.21,110.41,375,0,0,58.20511,46.29263,45.26057,1.032049,0,11.041,143.1067,10,0,0.05894429,0.9965439,5.547585,5.06253,0.1630355,118,58,3.52002,10.82891,3,3,2,2,3,962.5245,1000,1
1902.417,eco999,SALO,1,56,1,968,10.6,17.96,21.64,25.32,129.3,375,0,0,69.00856,45.02072,43.50771,1.513011,0.759908,12.85401,144.7636,10,0,0.05894429,1.308112,6.195796,5.517109,0.2408983,118,58,3.52002,16.10512,3,3,2,2,3,935.4657,1000,1
1902.5,eco999,SALO,1,56,1,908,13.16,20.38,23.99,27.6,96.06,375,0,0,40.7581,41.17239,39.45068,1.721713,0.5645534,9.549544,148.779,9,0,0.05894429,1.468441,6.280645,5.473429,0.2825302,118,58,3.52002,21.29602,3,3,2,2,3,877.4822,1000,1
1902.583,eco999,SALO,1,56,1,816,12.06,19.03,22.515,26,112.18,375,0,0,59.42392,34.84867,33.41148,1.437198,0.6592922,11.15207,154.875,7,0,0.05894429,1.319802,5.833212,5.085431,0.249588,118,58,3.52002,26.13187,3,3,2,2,3,788.5743,1000,1
1902.667,eco999,SALO,1,56,1,692,7.58,14.395,17.8025,21.21,92.83,375,0,0,48.66457,26.19372,25.32795,0.8657739,0.5455704,9.228443,163.0726,5,0,0.05894429,0.9959317,4.656665,4.120274,0.1741352,118,58,3.52002,30.07801,3,3,2,2,3,668.7419,1000,1
1902.75,eco999,SALO,1,56,1,510,2.61,9.075,12.3075,15.54,59.78,375,0,0,27.65689,13.80612,13.39605,0.4100659,0.3513325,5.942867,175.0955,4,0,0.05894429,0.6941499,3.164466,2.795984,0.1158717,118,58,3.52002,32.75812,3,3,2,2,3,492.8589,1000,1
1902.833,eco999,SALO,1,56,1,318,-4.17,0.865,3.3825,5.9,61.27,375,0,0,32.45262,0,0,0,0.3017035,5.10338,188.5732,3,8.44432,0,0.3477341,0,0,0.06428746,118,58,0,32.69382,3,6.52001953125,2,2,3,0,1000,1
1902.917,eco999,SALO,1,56,1,287,-10.02,-5.275,-2.9025,-0.53,40.55,375,0,0,0,0,0,0,0,0,188.5732,3,42.91182,0,0.2206066,0,0,0.0415309,133,65,0,8.684689,3,6.52001953125,4.33999991416931,2,3,0,1000,1
1903,eco999,SALO,1,56,1,350,-13.84,-8.185,-5.3575,-2.53,35.46,375,0,0,0,0,0,0,0,0,188.5732,3,73.05282,0,0.2058431,0,0,0.03779291,133,65,0,8.646894,2,4,4,2,3,0,1000,1
1903.083,eco999,SALO,1,56,1,520,-13.43,-7.15,-4.01,-0.87,25.87,375,0,0,0,0,0,0,0,0,188.5732,3,95.04232,0,0.2462872,0,0,0.04156787,133,65,0,8.605329,2,4,4,2,3,0,1000,1
1903.167,eco999,SALO,1,56,1,685,-7.35,-1.135,1.9725,5.08,43.34,375,0,0,21.53691,0,0,0,0,2.392987,188.5732,3,111.5409,0,0.3765831,0,0,0.06532612,133,65,0,8.540002,2,4,4,2,3,0,1000,1
1903.25,eco999,SALO,1,56,1,889,-0.28,6.71,10.205,13.7,75.55,375,0,0,179.5359,40.33773,40.33773,0,0,7.555,148.2355,9,0,0,0.6480249,0,0,0.1171749,133,65,0,8.422829,2,4,4,2,3,889,1000,1
1903.333,eco999,SALO,1,56,1,996,4.91,12.56,16.385,20.21,110.41,375,0,0,58.10529,46.01783,44.86116,1.156675,0,11.041,143.4813,10,0,0.06611713,0.9965439,6.217485,5.673717,0.1829283,133,65,3.9461,12.13787,2,4,4,2,3,958.5285,1000,1
1903.417,eco999,SALO,1,56,1,968,10.6,17.96,21.64,25.32,129.3,375,0,0,69.15372,44.7501,43.05439,1.695716,0.8520746,12.84479,145.1805,10,0,0.06611713,1.308112,6.943974,6.183136,0.2702916,133,65,3.9461,18.05072,2,4,4,2,3,931.5819,1000,1
1903.5,eco999,SALO,1,56,1,908,13.16,20.38,23.99,27.6,96.06,375,0,0,40.94693,40.91737,38.98776,1.929604,0.6330262,9.542697,149.2005,8,0,0.06611713,1.468441,7.039012,6.134086,0.3170032,133,65,3.9461,23.8678,2,4,4,2,3,873.8392,1000,1
1903.583,eco999,SALO,1,56,1,816,12.06,19.03,22.515,26,112.18,375,0,0,59.95618,34.62014,33.00945,1.610696,0.7392554,11.14407,154.9208,7,0,0.06611713,1.319802,6.537396,5.6991,0.2800416,133,65,3.9461,29.28687,2,4,4,2,3,785.3005,1000,1
1903.667,eco999,SALO,1,56,1,692,7.58,14.395,17.8025,21.21,92.83,375,0,0,48.56726,26.00204,25.0318,0.9702463,0.6117408,9.221827,163.348,5,0,0.06611713,0.9959317,5.218581,4.617263,0.1953823,133,65,3.9461,33.70875,2,4,4,2,3,665.9656,1000,1
1903.75,eco999,SALO,1,56,1,510,2.61,9.075,12.3075,15.54,59.78,375,0,0,27.8542,13.6673,13.20779,0.4595095,0.3939444,5.938606,175.2739,4,0,0.06611713,0.6941499,3.546021,3.132936,0.1300098,133,65,3.9461,36.71168,2,4,4,2,3,490.8128,1000,1
1903.833,eco999,SALO,1,56,1,318,-4.17,0.865,3.3825,5.9,61.27,375,0,0,32.59818,0,0,0,0.3382961,5.099721,188.5732,3,8.44432,0,0.3477341,0,0,0.07213151,133,65,0,36.63954,2,7.94610023498535,4,2,3,0,1000,1
1903.917,eco999,SALO,1,56,1,287,-10.02,-5.275,-2.9025,-0.53,40.55,375,0,0,0,0,0,0,0,0,188.5732,3,42.91182,0,0.2206066,0,0,0.04659831,149,73,0,9.735817,2,7.94610023498535,6.62999987602234,2,3,0,1000,1
1904,eco999,SALO,1,56,1,350,-13.84,-8.185,-5.3575,-2.53,35.46,375,0,0,0,0,0,0,0,0,188.5732,3,73.05282,0,0.2058431,0,0,0.04239675,149,73,0,9.693421,3,5,6,2,3,0,1000,1
1904.083,eco999,SALO,1,56,1,520,-13.43,-7.15,-4.01,-0.87,25.87,375,0,0,0,0,0,0,0,0,188.5732,3,95.04232,0,0.2462872,0,0,0.04663155,149,73,0,9.646791,3,5,6,2,3,0,1000,1
1904.167,eco999,SALO,1,56,1,685,-7.35,-1.135,1.9725,5.08,43.34,375,0,0,21.53691,0,0,0,0,2.392987,188.5732,3,111.5409,0,0.3765831,0,0,0.07337531,149,73,0,9.573416,3,5,6,2,3,0,1000,1
1904.25,eco999,SALO,1,56,1,889,-0.28,6.71,10.205,13.7,75.55,375,0,0,179.5359,40.33773,40.33773,0,0,7.555,148.2355,9,0,0,0.6480249,0,0,0.1316143,149,73,0,9.441799,3,5,6,2,3,889,1000,1
1904.333,eco999,SALO,1,56,1,996,4.91,12.56,16.385,20.21,110.41,375,0,0,57.99152,45.71156,44.41285,1.298705,0,11.041,143.9013,10,0,0.07414711,0.9965439,6.980945,6.371527,0.2054138,149,73,4.422515,13.61778,3,5,6,2,3,954.0747,1000,1
1904.417,eco999,SALO,1,56,1,968,10.6,17.96,21.64,25.32,129.3,375,0,0,69.31694,44.44848,42.54781,1.900677,0.9551766,12.83448,145.6463,10,0,0.07414711,1.308112,7.783291,6.930596,0.3032767,149,73,4.422515,20.2451,3,5,6,2,3,927.2532,1000,1
1904.5,eco999,SALO,1,56,1,908,13.16,20.38,23.99,27.6,96.06,375,0,0,41.15999,40.63312,38.47413,2.158992,0.709623,9.535037,149.6685,8,0,0.07414711,1.468441,7.875794,6.861616,0.3553939,149,73,4.422515,26.75132,3,5,6,2,3,869.7789,1000,1
1904.583,eco999,SALO,1,56,1,816,12.06,19.03,22.515,26,112.18,375,0,0,59.87048,34.36542,32.5655,1.799919,0.8287061,11.13513,155.6488,7,0,0.07414711,1.319802,7.305402,6.365897,0.3138033,149,73,4.422515,32.80341,3,5,6,2,3,781.6515,1000,1
1904.667,eco999,SALO,1,56,1,692,7.58,14.395,17.8025,21.21,92.83,375,0,0,49.13799,25.78839,24.70501,1.083381,0.6857621,9.214424,163.6523,5,0,0.07414711,0.9959317,5.827088,5.153172,0.2188983,149,73,4.422515,37.73767,3,5,6,2,3,662.8711,1000,1
1904.75,eco999,SALO,1,56,1,510,2.61,9.075,12.3075,15.54,59.78,375,0,0,28.07297,13.51258,12.99974,0.5128466,0.4416122,5.933839,175.4714,4,0,0.07414711,0.6941499,3.957621,3.494665,0.1456614,149,73,4.422515,41.08668,3,5,6,2,3,488.5322,1000,1
1904.833,eco999,SALO,1,56,1,318,-4.17,0.865,3.3825,5.9,61.27,375,0,0,32.75871,0,0,0,0.3792303,5.095628,188.5732,3,8.44432,0,0.3477341,0,0,0.0808531,149,73,0,41.00583,3,9.42251539230347,6,2,4,0,1000,1
1904.917,eco999,SALO,1,56,1,287,-10.02,-5.275,-2.9025,-0.53,40.55,375,0,0,0,0,0,0,0,0,188.5732,3,42.91182,0,0.2206066,0,0,0.05226529,167,82,0,10.91139,3,9.42251539230347,8.94999980926514,2,4,0,1000,1
1905,eco999,SALO,1,56,1,350,-13.84,-8.185,-5.3575,-2.53,35.46,375,0,0,0,0,0,0,0,0,188.5732,3,73.05282,0,0.2058431,0,0,0.04754502,167,82,0,10.86384,4,6,8,2,4,0,1000,1
1905.083,eco999,SALO,1,56,1,520,-13.43,-7.15,-4.01,-0.87,25.87,375,0,0,0,0,0,0,0,0,188.5732,3,95.04232,0,0.2462872,0,0,0.05229406,167,82,0,10.81155,4,6,8,2,4,0,1000,1
1905.167,eco999,SALO,1,56,1,685,-7.35,-1.135,1.9725,5.08,43.34,375,0,0,21.53691,0,0,0,0,2.392987,188.5732,3,111.5409,0,0.3765831,0,0,0.0821829,167,82,0,10.72937,4,6,8,2,4,0,1000,1
1905.25,eco999,SALO,1,56,1,889,-0.28,6.71,10.205,13.7,75.55,375,0,0,179.5359,40.33773,40.33773,0,0,7.555,148.2355,9,0,0,0.6480249,0,0,0.1474108,167,82,0,10.58196,4,6,8,2,4,889,1000,1
1905.333,eco999,SALO,1,56,1,996,4.91,12.56,16.385,20.21,110.41,375,0,0,57.86929,45.37097,43.9197,1.451269,0,11.041,144.3642,10,0,0.08312044,0.9965439,7.801019,7.11834,0.2301312,167,82,4.954174,15.24079,4,6,8,2,4,949.122,1000,1
1905.417,eco999,SALO,1,56,1,968,10.6,17.96,21.64,25.32,129.3,375,0,0,69.49425,44.11309,41.98549,2.1276,1.070293,12.82297,146.1635,9,0,0.08312044,1.308112,8.712543,7.75734,0.3400378,167,82,4.954174,22.65808,4,6,8,2,4,922.4399,1000,1
1905.5,eco999,SALO,1,56,1,908,13.16,20.38,23.99,27.6,96.06,375,0,0,41.3904,40.31705,37.89603,2.421011,0.7951458,9.526485,150.1945,8,0,0.08312044,1.468441,8.831617,7.695518,0.3988028,167,82,4.954174,29.9548,4,6,8,2,4,865.2639,1000,1
1905.583,eco999,SALO,1,56,1,816,12.06,19.03,22.515,26,112.18,375,0,0,60.12953,34.08218,32.0614,2.020773,0.9285806,11.12514,156.1091,7,0,0.08312044,1.319802,8.201789,7.149341,0.3523036,167,82,4.954174,36.75183,4,6,8,2,4,777.5939,1000,1
1905.667,eco999,SALO,1,56,1,692,7.58,14.395,17.8025,21.21,92.83,375,0,0,49.41666,25.55082,24.33368,1.217137,0.7684092,9.20616,163.9971,5,0,0.08312044,0.9959317,6.546512,5.79158,0.2457989,167,82,4.954174,42.29761,4,6,8,2,4,659.4301,1000,1
1905.75,eco999,SALO,1,56,1,510,2.61,9.075,12.3075,15.54,59.78,375,0,0,28.31883,13.34054,12.76422,0.5763217,0.4948346,5.928516,175.6943,4,0,0.08312044,0.6941499,4.447457,3.928845,0.1635576,167,82,4.954174,46.0629,4,6,8,2,4,485.9962,1000,1
1905.833,eco999,SALO,1,56,1,318,-4.17,0.865,3.3825,5.9,61.27,375,0,0,32.94054,0,0,0,0.4249345,5.091057,188.5732,3,8.44432,0,0.3477341,0,0,0.09074436,167,82,0,45.97215,4,10.9541735649109,8,2,4,0,1000,1
1905.917,eco999,SALO,1,56,1,287,-10.02,-5.275,-2.9025,-0.53,40.55,375,0,0,0,0,0,0,0,0,188.5732,3,42.91182,0,0.2206066,0,0,0.05862255,187,92,0,12.2232,4,10.9541735649109,11.3099999427795,3,4,0,1000,1
1906,eco999,SALO,1,56,1,350,-13.84,-8.185,-5.3575,-2.53,35.46,375,0,0,0,0,0,0,0,0,188.5732,3,73.05282,0,0.2058431,0,0,0.05331812,187,92,0,12.16988,4,8,10,3,4,0,1000,1
1906.083,eco999,SALO,1,56,1,520,-13.43,-7.15,-4.01,-0.87,25.87,375,0,0,0,0,0,0,0,0,188.5732,3,95.04232,0,0.2462872,0,0,0.05864381,187,92,0,12.11124,4,8,10,3,4,0,1000,1
1906.167,eco999,SALO,1,56,1,685,-7.35,-1.135,1.9725,5.08,43.34,375,0,0,21.53691,0,0,0,0,2.392987,188.5732,3,111.5409,0,0.3765831,0,0,0.09216189,187,92,0,12.01908,4,8,10,3,4,0,1000,1
1906.25,eco999,SALO,1,56,1,889,-0.28,6.71,10.205,13.7,75.55,375,0,0,179.5359,40.33773,40.33773,0,0,7.555,148.2355,9,0,0,0.6480249,0,0,0.16531,187,92,0,11.85377,4,8,10,3,4,889,1000,1
1906.333,eco999,SALO,1,56,1,996,4.91,12.56,16.385,20.21,110.41,375,0,0,58.05458,44.99145,43.36653,1.62492,0,11.041,144.5584,10,0,0.09317497,0.9965439,8.734447,7.969804,0.2580746,187,92,5.548982,17.06845,4,8,10,3,4,943.6031,1000,1
1906.417,eco999,SALO,1,56,1,968,10.6,17.96,21.64,25.32,129.3,375,0,0,69.3685,43.73935,41.35717,2.382178,1.199157,12.81008,146.7412,9,0,0.09317497,1.308112,9.755043,8.685157,0.3813265,187,92,5.548982,25.37228,4,8,10,3,4,917.0762,1000,1
1906.5,eco999,SALO,1,56,1,908,13.16,20.38,23.99,27.6,96.06,375,0,0,42.19093,39.96482,37.25416,2.710667,0.890882,9.516912,150.2376,8,0,0.09317497,1.468441,9.888254,8.615752,0.447227,187,92,5.548982,33.54081,4,8,10,3,4,860.2326,1000,1
1906.583,eco999,SALO,1,56,1,816,12.06,19.03,22.515,26,112.18,375,0,0,59.87842,33.76656,31.50409,2.262467,1.040383,11.11396,156.6184,7,0,0.09317497,1.319802,9.182761,8.003953,0.3950818,187,92,5.548982,41.14967,4,8,10,3,4,773.0725,1000,1
1906.667,eco999,SALO,1,56,1,692,7.58,14.395,17.8025,21.21,92.83,375,0,0,49.72609,25.28609,23.92346,1.362626,0.8609263,9.196908,164.3784,5,0,0.09317497,0.9959317,7.329042,6.483472,0.2756447,187,92,5.548982,47.3575,4,8,10,3,4,655.5958,1000,1
1906.75,eco999,SALO,1,56,1,510,2.61,9.075,12.3075,15.54,59.78,375,0,0,28.59146,13.14883,12.5037,0.6451354,0.5544131,5.922559,175.9412,4,0,0.09317497,0.6941499,4.97849,4.397613,0.1834174,187,92,5.548982,51.5717,4,8,10,3,4,483.1703,1000,1
1906.833,eco999,SALO,1,56,1,318,-4.17,0.865,3.3825,5.9,61.27,375,0,0,33.14146,0,0,0,0.476097,5.085941,188.5732,3,8.44432,0,0.3477341,0,0,0.1017629,187,92,0,51.46994,4,13.5489816665649,10,3,5,0,1000,1
1906.917,eco999,SALO,1,56,1,287,-10.02,-5.275,-2.9025,-0.53,40.55,375,0,0,0,0,0,0,0,0,188.5732,3,42.91182,0,0.2206066,0,0,0.06574073,210,103,0,13.69106,4,13.5489816665649,13.710000038147,3,5,0,1000,1
1907,eco999,SALO,1,56,1,350,-13.84,-8.185,-5.3575,-2.53,35.46,375,0,0,0,0,0,0,0,0,188.5732,3,73.05282,0,0.2058431,0,0,0.05977967,210,103,0,13.63127,5,10,12,3,5,0,1000,1
1907.083,eco999,SALO,1,56,1,520,-13.43,-7.15,-4.01,-0.87,25.87,375,0,0,0,0,0,0,0,0,188.5732,3,95.04232,0,0.2462872,0,0,0.06575076,210,103,0,13.56552,5,10,12,3,5,0,1000,1
1907.167,eco999,SALO,1,56,1,685,-7.35,-1.135,1.9725,5.08,43.34,375,0,0,21.53691,0,0,0,0,2.392987,188.5732,3,111.5409,0,0.3765831,0,0,0.1033308,210,103,0,13.46219,5,10,12,3,5,0,1000,1
1907.25,eco999,SALO,1,56,1,889,-0.28,6.71,10.205,13.7,75.55,375,0,0,179.5359,40.33773,40.33773,0,0,7.555,148.2355,9,0,0,0.6480249,0,0,0.1853437,210,103,0,13.27685,5,10,12,3,5,889,1000,1
1907.333,eco999,SALO,1,56,1,996,4.91,12.56,16.385,20.21,110.41,375,0,0,57.57491,44.56967,42.75105,1.818624,0,11.041,145.4599,10,0,0.1044186,0.9965439,9.775667,8.919522,0.2893503,210,103,6.212999,19.11117,5,10,12,3,5,937.4697,1000,1
1907.417,eco999,SALO,1,56,1,968,10.6,17.96,21.64,25.32,129.3,375,0,0,69.91293,43.32401,40.65785,2.666155,1.343108,12.79569,147.3842,9,0,0.1044186,1.308112,10.91793,9.720016,0.4275389,210,103,6.212999,28.40365,5,10,12,3,5,911.1153,1000,1
1907.5,eco999,SALO,1,56,1,908,13.16,20.38,23.99,27.6,96.06,375,0,0,41.93755,39.57339,36.53963,3.033764,0.9978265,9.506217,151.4292,8,0,0.1044186,1.468441,11.06688,9.642106,0.5014259,210,103,6.212999,37.54433,5,10,12,3,5,854.6411,1000,1
1907.583,eco999,SALO,1,56,1,816,12.06,19.03,22.515,26,112.18,375,0,0,60.74146,33.41578,30.88374,2.532045,1.165274,11.10147,157.1853,7,0,0.1044186,1.319802,10.27691,8.957039,0.4429611,210,103,6.212999,46.0584,5,10,12,3,5,768.0475,1000,1
1907.667,eco999,SALO,1,56,1,692,7.58,14.395,17.8025,21.21,92.83,375,0,0,50.06972,24.99188,23.467,1.524879,0.9642748,9.186573,164.8028,5,0,0.1044186,0.9959317,8.201735,7.25498,0.3090497,210,103,6.212999,53.00433,5,10,12,3,5,651.3344,1000,1
1907.75,eco999,SALO,1,56,1,510,2.61,9.075,12.3075,15.54,59.78,375,0,0,28.8943,12.93577,12.21391,0.7218582,0.6209668,5.915903,176.2159,4,0,0.1044186,0.6941499,5.570557,4.92017,0.2056455,210,103,6.212999,57.71885,5,10,12,3,5,480.0297,1000,1
1907.833,eco999,SALO,1,56,1,318,-4.17,0.865,3.3825,5.9,61.27,375,0,0,33.36472,0,0,0,0.5332493,5.080226,188.5732,3,8.44432,0,0.3477341,0,0,0.1140954,210,103,0,57.60475,5,16.2129988670349,12,3,6,0,1000,1
1907.917,eco999,SALO,1,56,1,287,-10.02,-5.275,-2.9025,-0.53,40.55,375,0,0,0,0,0,0,0,0,188.5732,3,42.91182,0,0.2206066,0,0,0.07370776,236,116,0,15.32965,5,16.2129988670349,16.1599998474121,4,6,0,1000,1
